Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,lat,lng,Rural Versus Urban,CCN Facility Type,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Beds,Total Bed Days Available,Total Discharges (V + XVIII + XIX + Unknown),Net Patient Revenue,Net Income,Wage-Related Costs (Core),Total Salaries (adjusted),Contract Labor,Rev Per FTE,CON,Urban,Inpatient %,Outpatient %,Charity %,Uncompensated %,Rev/Discharge,Rev Per Bed,Rev Per Bed Days,Discharges Per Bed,Discharges Per Bed Days,Discharge/FTE,Net Income %,Net Income Score,Labor %,Overhead %,Depreciation %,LbrExp/FTE,Overhead Exp Per Bed
52055,CENTRAL VALLEY SPECIALTY HOSPITAL,730 17TH STREET,MODESTO,CA,95354-1209,37.6434786,-120.9907689,U,LTCH,01/01/2015,12/31/2015,336.27,96.0,35040.0,905.0,"$49,434,131",$10774026,$nan,$nan,$nan,"$147,007",0.0,1.0,99.9455%,0.0545%,nan%,nan%,"$54,623","$514,939","$1,411",9.43,0.03,9.43,21.7947%,1,nan%,39.2697%,1.0172%,$nan,"$202,215"
491306,PIONEER HLTH SERVICES OF PATRICK CO,ROUTE 2,STUART,VA,24171,36.6457074,-80.261515,R,CAH,01/01/2015,12/31/2015,174.0,25.0,9125.0,395.0,"$14,218,791",$-1135058,$nan,$nan,$nan,"$81,717",1.0,0.0,24.7802%,75.2198%,0.2962%,0.2962%,"$35,997","$568,752","$1,558",15.80,0.04,15.80,-7.9828%,3,nan%,59.2187%,3.4086%,$nan,"$336,807"
341325,ASHE MEMORIAL HOSPITAL,200 HOSPITAL AVENUE,JEFFERSON,NC,28640-,36.4232211,-81.4577668,R,CAH,01/01/2015,12/31/2015,193.53,25.0,9125.0,1277.0,"$25,204,010",$623097,$nan,$nan,$nan,"$130,233",1.0,0.0,26.5842%,73.4158%,1.1694%,1.1694%,"$19,737","$1,008,160","$2,762",51.08,0.14,51.08,2.4722%,2,nan%,60.7020%,4.3826%,$nan,"$611,974"
342019,CRAWLEY MEMORIAL HOSPITAL  INC.,706 WEST KING STREET  2ND FLOOR,KINGS MOUNTAIN,NC,28086,35.24148579999999,-81.35669890000001,R,LTCH,01/01/2015,12/31/2015,61.57,28.0,10220.0,262.0,"$10,616,491",$500781,$nan,$nan,$nan,"$172,430",1.0,0.0,100.0000%,nan%,nan%,nan%,"$40,521","$379,160","$1,039",9.36,0.03,9.36,4.7170%,2,nan%,55.9686%,0.2453%,$nan,"$212,211"
104073,EMERALD COAST BEHAVIORAL HOSPITAL,1900 HARRISON AVENUE,PANAMA CITY,FL,32405,30.182721500000003,-85.65950179999999,U,PH,11/01/2014,10/31/2015,157.8,86.0,31390.0,2761.0,"$19,183,000",$3316962,$nan,$nan,$nan,"$121,565",1.0,1.0,80.6082%,19.3918%,nan%,nan%,"$6,948","$223,058",$611,32.10,0.09,32.10,17.2912%,1,nan%,45.3698%,1.9746%,$nan,"$101,201"
12010,NOLAND HOSPITAL DOTHAN,1180 ROSS CLARK CIRCLE 4TH FLOOR,DOTHAN,AL,36301,31.2118674,-85.3623757,U,LTCH,10/01/2014,12/31/2014,65.6,38.0,3496.0,89.0,"$2,694,697",$417859,$nan,$nan,$nan,"$41,078",1.0,1.0,100.0000%,nan%,nan%,nan%,"$30,277","$70,913",$771,2.34,0.03,2.34,15.5067%,1,nan%,49.5598%,1.7476%,$nan,"$35,144"
111333,JEFF DAVIS,163 S TALLAHASSEE ST,HAZLEHURST,GA,31539-,31.857200399999996,-82.6068071,R,CAH,10/01/2014,09/30/2015,103.31,25.0,9125.0,715.0,"$9,777,024",$-1124987,$nan,$nan,$nan,"$94,638",1.0,0.0,32.1266%,67.8734%,3.5402%,3.5402%,"$13,674","$391,081","$1,071",28.60,0.08,28.60,-11.5064%,3,nan%,64.6188%,3.9219%,$nan,"$252,712"
104008,JEROME GOLDEN CENTER FOR BEHAVIORAL,1041 45TH STREET,WEST PALM BEACH,FL,33407-2415,26.7557413,-80.06654520000002,U,PH,10/01/2014,09/30/2015,284.92,44.0,16060.0,1602.0,"$24,243,654",$-203360,$nan,$nan,$nan,"$85,089",1.0,1.0,43.3879%,56.6121%,nan%,nan%,"$15,133","$550,992","$1,510",36.41,0.10,36.41,-0.8388%,2,nan%,56.9539%,3.1279%,$nan,"$313,811"
152027,VIBRA HOSP FORT WAYNE,2200 RANDALLIA DRIVE,FORT WAYNE,IN,46805-4638,41.095694,-85.10979300000002,U,LTCH,11/01/2014,10/31/2015,70.78,48.0,17520.0,253.0,"$11,376,496",$-13063,$nan,"$4,267,027",$nan,"$160,730",1.0,1.0,100.0000%,nan%,nan%,nan%,"$44,966","$237,010",$649,5.27,0.01,5.27,-0.1148%,2,nan%,60.4820%,0.1832%,$nan,"$143,349"
241353,CUYUNA REGIONAL MEDICAL CENTER,320 EAST MAIN STREET,CROSBY,MN,56441,46.4815609,-93.94530400000001,R,CAH,04/01/2015,03/31/2016,512.03,25.0,9150.0,1979.0,"$104,538,642",$2853564,$nan,$nan,$nan,"$204,165",0.0,0.0,28.2134%,71.7866%,0.2594%,0.2594%,"$52,824","$4,181,546","$11,425",79.16,0.22,79.16,2.7297%,2,nan%,68.5718%,5.3445%,$nan,"$2,867,359"
132001,NORTHERN IDAHO ADVANCED CARE HOSPITA,600 NORTH CECIL,POST FALLS,ID,83854,47.7132381,-116.90379420000001,U,LTCH,10/01/2014,09/30/2015,136.86,40.0,14600.0,416.0,"$16,231,220",$274236,$nan,$nan,$nan,"$118,597",0.0,1.0,100.0000%,nan%,nan%,nan%,"$39,017","$405,780","$1,112",10.40,0.03,10.40,1.6896%,2,nan%,56.5855%,3.2036%,$nan,"$229,613"
232020,MCLAREN BAY SPECIAL CARE,3250 E. MIDLAND RD,BAY CITY,MI,48706,43.6020059,-83.9238265,U,LTCH,10/01/2014,09/30/2015,68.57,31.0,11315.0,304.0,"$8,584,631",$-97092,$nan,$nan,$nan,"$125,195",1.0,1.0,100.0000%,nan%,nan%,nan%,"$28,239","$276,924",$759,9.81,0.03,9.81,-1.1310%,2,nan%,47.3161%,1.9669%,$nan,"$131,030"
34004,BANNER BEHAVIORAL HEALTH HOSPITAL,7575 EAST EARLL DRIVE,SCOTTSDALE,AZ,85251,33.4832256,-111.9188068,U,PH,01/01/2015,12/31/2015,283.91,96.0,35040.0,3953.0,"$26,679,615",$-5152990,$nan,"$16,343,908",$nan,"$93,972",0.0,1.0,91.5156%,8.4844%,nan%,nan%,"$6,749","$277,913",$761,41.18,0.11,41.18,-19.3143%,3,nan%,62.8855%,4.7410%,$nan,"$174,767"
162003,SSH - DES MOINES,1111 6TH AVENUE  4TH FLOOR MAIN,DES MOINES,IA,50314,41.59887519999999,-93.6231171,U,LTCH,01/01/2015,12/31/2015,69.33,30.0,10950.0,209.0,"$9,805,844",$-1636883,$nan,"$4,262,492",$nan,"$141,437",1.0,1.0,100.0000%,nan%,nan%,nan%,"$46,918","$326,861",$896,6.97,0.02,6.97,-16.6929%,3,nan%,61.7093%,6.3592%,$nan,"$201,704"
281310,REGIONAL WEST GARDEN COUNTY HOSPITAL,1100 WEST 2ND ST,OSHKOSH,NE,69154-,41.412717799999996,-102.348487,R,CAH,01/01/2015,12/31/2015,50.96,10.0,3650.0,30.0,"$8,114,130",$153161,$nan,$nan,$nan,"$159,225",1.0,0.0,33.0195%,66.9805%,0.2992%,0.2992%,"$270,471","$811,413","$2,223",3.00,0.01,3.00,1.8876%,2,nan%,52.7759%,6.1594%,$nan,"$428,230"
362023,MAHONING VALLEY HOSPITAL,8049 SOUTH AVENUE,BOARDMAN,OH,44512-,41.005072399999996,-80.63295169999998,U,LTCH,11/01/2014,10/31/2015,109.81,42.0,15330.0,398.0,"$18,098,266",$2905424,$nan,"$5,693,480",$nan,"$164,814",1.0,1.0,100.0000%,nan%,nan%,nan%,"$45,473","$430,911","$1,181",9.48,0.03,9.48,16.0536%,1,nan%,51.0719%,0.1562%,$nan,"$220,074"
494021,WESTERN STATE HOSPITAL,103 VALLEY CENTER DR,STAUNTON,VA,24402-2500,38.1428614,-79.0271593,R,PH,10/01/2014,06/30/2015,94.91,84.0,22932.0,419.0,"$7,853,761",$2987717,$nan,$nan,$nan,"$82,750",1.0,0.0,100.0000%,nan%,nan%,nan%,"$18,744","$93,497",$342,4.99,0.02,4.99,38.0419%,1,nan%,216.0210%,37.5354%,$nan,"$201,973"
32004,CORNERSTONE HOSP OF SE ARIZONA,7220 EAST ROSEWOOD DRIVE,TUCSON,AZ,85710,32.230976,-110.83801100000001,U,LTCH,01/01/2015,02/14/2015,80.95,32.0,1440.0,40.0,"$1,561,832",$-207078,$nan,$nan,$nan,"$19,294",0.0,1.0,100.0000%,nan%,nan%,nan%,"$39,046","$48,807","$1,085",1.25,0.03,1.25,-13.2587%,3,nan%,61.8200%,0.9755%,$nan,"$30,173"
154062,ASSURANCE HEALTH,2725 ENTERPRISE DRIVE,ANDERSON,IN,46013,40.0378713,-85.725036,U,PH,04/30/2015,12/31/2015,47.0,22.0,5412.0,351.0,"$5,126,544",$-892199,$nan,$nan,$nan,"$109,075",1.0,1.0,100.0000%,nan%,nan%,nan%,"$14,606","$233,025",$947,15.95,0.06,15.95,-17.4035%,3,nan%,70.9197%,0.2710%,$nan,"$165,260"
154063,NEUROPSYCHIATRIC HOSPITAL OF INDIANA,6720 PARKDALE PL,INDIANAPOLIS,IN,46254-4668,39.826224700000004,-86.2788616,R,PH,09/21/2015,12/31/2015,62.24,35.0,3570.0,118.0,"$2,413,800",$93582,$nan,$nan,$nan,"$38,782",1.0,0.0,100.0000%,nan%,nan%,nan%,"$20,456","$68,966",$676,3.37,0.03,3.37,3.8770%,2,nan%,56.5181%,10.7808%,$nan,"$38,978"
141345,SALEM TOWNSHIP HOSPITAL,1201 RICKER DRIVE,SALEM,IL,62881,38.641561700000004,-88.9487184,R,CAH,04/01/2015,03/31/2016,181.84,25.0,9150.0,534.0,"$27,004,146",$-596898,$nan,$nan,$nan,"$148,505",1.0,0.0,13.3085%,86.6915%,0.1634%,0.1634%,"$50,570","$1,080,166","$2,951",21.36,0.06,21.36,-2.2104%,2,nan%,69.7677%,7.6803%,$nan,"$753,607"
154057,OPTIONS BEHAVIORAL HEALTH SYSTEM,5602 CAITO DRIVE,INDIANAPOLIS,IN,46226,39.8557946,-86.0437984,U,PH,01/01/2015,12/31/2015,141.5,40.0,14600.0,1374.0,"$12,337,829",$1035601,$nan,$nan,$nan,"$87,193",1.0,1.0,100.0000%,nan%,nan%,nan%,"$8,979","$308,446",$845,34.35,0.09,34.35,8.3937%,2,nan%,42.1463%,3.2619%,$nan,"$129,998"
154058,DOCTORS NEUROPSYCHIATRIC HOSPITAL,417 SOUTH WHITLOCK STREET,BREMEN,IN,46506-1626,41.443457,-86.15021540000002,R,PH,01/01/2015,12/31/2015,73.35,37.0,13505.0,678.0,"$11,545,086",$3223596,$nan,$nan,$nan,"$157,397",1.0,0.0,100.0000%,nan%,nan%,nan%,"$17,028","$312,029",$855,18.32,0.05,18.32,27.9218%,1,nan%,44.1439%,7.5775%,$nan,"$137,742"
154059,SYCAMORE SPRINGS,833 PARK EAST BOULEVARD,LAFAYETTE,IN,47905,40.4067396,-86.82744670000002,U,PH,01/01/2015,12/31/2015,112.83,48.0,17520.0,1581.0,"$12,091,534",$1627072,$nan,$nan,$nan,"$107,166",1.0,1.0,75.1306%,24.8694%,nan%,nan%,"$7,648","$251,907",$690,32.94,0.09,32.94,13.4563%,1,nan%,41.4642%,1.4380%,$nan,"$104,451"
31304,PAGE HOSPITAL,501 NORTH NAVAJO,PAGE,AZ,86040,36.9176924,-111.46345409999999,R,CAH,01/01/2015,12/31/2015,86.97,25.0,9125.0,457.0,"$17,786,133",$4241262,$nan,"$5,779,989",$nan,"$204,509",0.0,0.0,17.2901%,82.7099%,0.9389%,0.9389%,"$38,919","$711,445","$1,949",18.28,0.05,18.28,23.8459%,1,nan%,40.4726%,8.7500%,$nan,"$287,940"
102012,SPECIALTY HOSPITAL OF JACKSONVILLE,4901 RICHARD STREET,JACKSONVILLE,FL,32207,30.2715598,-81.6153244,U,LTCH,01/01/2015,12/31/2015,199.0,107.0,39055.0,560.0,"$25,793,890",$-2471929,"$2,471,399","$11,095,430","$443,574","$129,618",1.0,1.0,100.0000%,nan%,nan%,nan%,"$46,061","$241,064",$660,5.23,0.01,5.23,-9.5834%,3,52.5971%,67.2220%,3.9615%,"$68,175","$162,048"
192036,POST ACUTE MEDICAL OF HAMMOND,42074 VETERNS AVENUE,HAMMOND,LA,70403,30.467824600000004,-90.45547020000001,U,LTCH,01/01/2015,12/31/2015,95.49,40.0,14600.0,366.0,"$15,404,068",$2065664,$nan,$nan,$nan,"$161,316",1.0,1.0,100.0000%,nan%,nan%,nan%,"$42,088","$385,102","$1,055",9.15,0.03,9.15,13.4099%,1,nan%,53.0378%,1.1426%,$nan,"$204,250"
264030,SIGNATURE PSYCH HOSPITAL,4801 WELDON SPRINGS PARKWAY,ST CHARLES,MO,63304,39.1512619,-94.5517801,U,PH,01/01/2015,12/31/2015,81.0,24.0,8760.0,1288.0,"$6,677,674",$-534723,$nan,$nan,$nan,"$82,440",1.0,1.0,91.5375%,8.4625%,nan%,nan%,"$5,185","$278,236",$762,53.67,0.15,53.67,-8.0076%,3,nan%,62.0041%,2.5629%,$nan,"$172,518"
451348,HEART OF TEXAS HEALTHCARE SYSTEM,2008 NINE ROAD,BRADY,TX,76825-,31.117621399999997,-99.3469324,U,CAH,04/01/2015,03/31/2016,85.69,25.0,9150.0,264.0,"$10,333,878",$5307051,$nan,$nan,$nan,"$120,596",0.0,1.0,9.4483%,90.5517%,nan%,nan%,"$39,143","$413,355","$1,129",10.56,0.03,10.56,51.3559%,1,nan%,113.3294%,37.7977%,$nan,"$468,453"
141308,WASHINGTON COUNTY HOSPITAL,705 SOUTH GRAND AVENUE,NASHVILLE,IL,62263,38.3389563,-89.3913511,R,CAH,05/01/2015,04/30/2016,103.55,22.0,8052.0,79.0,"$13,212,743",$-629366,$nan,$nan,$nan,"$127,598",1.0,0.0,13.5163%,86.4837%,0.4502%,0.4502%,"$167,250","$600,579","$1,641",3.59,0.01,3.59,-4.7633%,3,nan%,58.8400%,4.2224%,$nan,"$353,381"
171366,HARPER DISTRICT HOSPITAL,700 W. 13 STREET,HARPER,KS,67058-,37.2843651,-98.0331372,R,CAH,01/01/2015,12/31/2015,74.99,25.0,9125.0,149.0,"$8,253,323",$564607,$nan,$nan,$nan,"$110,059",0.0,0.0,16.5307%,83.4693%,0.6320%,0.6320%,"$55,391","$330,133",$904,5.96,0.02,5.96,6.8410%,2,nan%,56.7256%,5.5159%,$nan,"$187,270"
262015,LANDMARK HOSPITAL OF CAPE GIRARDEAU,355 INDEPENDENCE STREET,CAPE GIRARDEAU,MO,63701,37.3035528,-89.5220976,U,LTCH,01/01/2015,12/31/2015,95.0,30.0,10950.0,356.0,"$15,052,559",$1827873,"$876,155","$5,151,681","$329,966","$158,448",1.0,1.0,100.0000%,nan%,nan%,nan%,"$42,282","$501,752","$1,375",11.87,0.03,11.87,12.1433%,1,40.0453%,54.1810%,0.6830%,"$63,451","$271,854"
171306,WICHITA COUNTY HEALTH CENTER,211 E EARL,LEOTI,KS,67861-,38.47619570000001,-101.3547591,R,CAH,01/01/2015,12/31/2015,57.36,25.0,9125.0,69.0,"$6,742,010",$-6815,$nan,$nan,$nan,"$117,539",0.0,0.0,40.0576%,59.9424%,0.0479%,0.0479%,"$97,710","$269,680",$739,2.76,0.01,2.76,-0.1011%,2,nan%,63.4790%,2.5668%,$nan,"$171,190"
452031,CHI ST LUKES HEALTH MEM SPECLTY HOSP,1202 FRANK STREET,LUFKIN,TX,75902-,31.337560600000003,-94.7433976,R,LTCH,01/01/2015,06/30/2015,46.65,26.0,4706.0,113.0,"$5,989,908",$1452586,$nan,$nan,$nan,"$128,401",0.0,0.0,100.0000%,nan%,nan%,nan%,"$53,008","$230,381","$1,273",4.35,0.02,4.35,24.2506%,1,nan%,53.0601%,2.0096%,$nan,"$122,241"
451333,MARTIN COUNTY HOSPITAL,610 N. SAINT PETER STREET,STANTON,TX,79782-,32.1345239,-101.7923377,U,CAH,05/01/2015,04/30/2016,145.6,18.0,6588.0,75.0,"$11,318,521",$3318594,$nan,$nan,$nan,"$77,737",0.0,1.0,29.9963%,70.0037%,0.1786%,0.1786%,"$150,914","$628,807","$1,718",4.17,0.01,4.17,29.3200%,1,nan%,103.8236%,26.7925%,$nan,"$652,850"
171356,ST. LUKE HOSPITAL,535 SOUTH FREEBORN,MARION,KS,66861-,38.3426807,-97.01045,R,CAH,10/01/2014,09/30/2015,59.26,10.0,3650.0,82.0,"$9,315,934",$503788,$nan,$nan,$nan,"$157,204",0.0,0.0,21.5669%,78.4331%,0.1666%,0.1666%,"$113,609","$931,593","$2,552",8.20,0.02,8.20,5.4078%,2,nan%,56.6869%,3.6211%,$nan,"$528,091"
210065,HOLY CROSS GERMANTOWN HOSPITAL,19801 OBSERVATION DRIVE,GERMANTOWN,MD,20876,39.1816721,-77.242491,U,STH,10/01/2014,06/30/2015,507.08,93.0,25389.0,2600.0,"$36,159,757",$-25330009,"$4,757,644","$24,938,082",$nan,"$71,310",1.0,1.0,66.3889%,33.6111%,3.6974%,3.6974%,"$13,908","$388,815","$1,424",27.96,0.10,27.96,-70.0503%,3,82.1237%,102.8337%,22.7642%,"$58,562","$399,833"
251330,FRANKLIN COUNTY HOSPITAL,HOSPITAL ROAD,MEADVILLE,MS,39653,31.47730300000001,-90.88306920000001,R,CAH,05/01/2015,04/30/2016,165.1,24.0,8784.0,148.0,"$18,774,391",$21271,$nan,$nan,$nan,"$113,715",1.0,0.0,58.2761%,41.7239%,0.5067%,0.5067%,"$126,854","$782,266","$2,137",6.17,0.02,6.17,0.1133%,2,nan%,59.7352%,4.5162%,$nan,"$467,289"
171309,JEWELL COUNTY HOSPITAL,100 CRESTVUE,MANKATO,KS,66956,39.78625510000001,-98.1998547,R,CAH,01/01/2015,12/31/2015,57.15,24.0,8972.0,31.0,"$3,855,867",$134455,$nan,$nan,$nan,"$67,469",0.0,0.0,48.1909%,51.8091%,0.2168%,0.2168%,"$124,383","$160,661",$430,1.29,0.00,1.29,3.4870%,2,nan%,59.6104%,0.4523%,$nan,"$95,771"
264012,CENTERPOINTE HOSPITAL,4801 WELDON SPRINGS PARKWAY,ST. CHARLES,MO,63304,38.7149726,-90.67147109999999,U,PH,01/01/2015,12/31/2015,386.0,104.0,37960.0,4418.0,"$48,001,255",$-213720,$nan,$nan,$nan,"$124,356",1.0,1.0,40.7411%,59.2589%,nan%,nan%,"$10,865","$461,551","$1,265",42.48,0.12,42.48,-0.4452%,2,nan%,59.3953%,1.3885%,$nan,"$274,139"
171304,ASHLAND HEALTH CENTER,709 OAK STREET,ASHLAND,KS,67831,37.19025720000001,-99.7797746,R,CAH,01/01/2015,12/31/2015,57.29,25.0,9026.0,69.0,"$4,083,402",$-598356,$nan,$nan,$nan,"$71,276",0.0,0.0,52.5293%,47.4707%,1.2822%,1.2822%,"$59,180","$163,336",$452,2.76,0.01,2.76,-14.6534%,3,nan%,69.8943%,0.7944%,$nan,"$114,163"
104057,SPRINGBROOK HOSPITAL,7007 GROVE ROAD,BROOKSVILLE,FL,34609,28.530015399999996,-82.48449790000002,U,PH,10/01/2014,09/30/2015,152.76,66.0,24090.0,2386.0,"$16,902,303",$-1243165,$nan,"$5,611,951",$nan,"$110,646",1.0,1.0,85.9289%,14.0711%,nan%,nan%,"$7,084","$256,096",$702,36.15,0.10,36.15,-7.3550%,3,nan%,74.2751%,0.1242%,$nan,"$190,215"
154005,RIVER BEND HOSPITAL,2900 NORTH RIVER ROAD,WEST LAFAYETTE,IN,47906-,40.460398,-86.89372,U,PH,01/01/2015,12/31/2015,36.33,16.0,5840.0,516.0,"$2,031,709",$-15725905,$nan,$nan,$nan,"$55,924",1.0,1.0,89.2617%,10.7383%,nan%,nan%,"$3,937","$126,982",$348,32.25,0.09,32.25,-774.0235%,3,nan%,516.8470%,21.8546%,$nan,"$656,302"
251337,TIPPAH COUNTY HOSPITAL,1005 HIGHWAY 15 N,RIPLEY,MS,38663,33.5473362,-89.09551280000002,R,CAH,01/01/2015,09/30/2015,116.67,25.0,6825.0,302.0,"$9,469,610",$-112634,$nan,$nan,$nan,"$81,166",1.0,0.0,36.8856%,63.1144%,0.9349%,0.9349%,"$31,356","$378,784","$1,387",12.08,0.04,12.08,-1.1894%,2,nan%,70.5606%,3.1730%,$nan,"$267,272"
341323,CHARLES A. CANNON MEMORIAL HOSPITAL,434 HOSPITAL DRIVE,LINVILLE,NC,28646-,36.0604388,-81.88924770000001,R,CAH,10/01/2014,09/30/2015,148.4,25.0,9125.0,1005.0,"$24,361,020",$-2140270,$nan,$nan,$nan,"$164,158",1.0,0.0,40.6391%,59.3609%,1.4674%,1.4674%,"$24,240","$974,441","$2,670",40.20,0.11,40.20,-8.7856%,3,nan%,58.2626%,7.8303%,$nan,"$567,734"
511309,WAR MEMORIAL HOSPITAL,1 HEALTHY WAY,BERKELEY SPRINGS,WV,25411-,39.6422944,-78.2005251,R,CAH,01/01/2015,12/31/2015,133.3,25.0,9125.0,181.0,"$21,376,575",$1142318,$nan,$nan,$nan,"$160,364",1.0,0.0,19.4437%,80.5563%,1.0534%,1.0534%,"$118,103","$855,063","$2,343",7.24,0.02,7.24,5.3438%,2,nan%,57.8908%,7.5659%,$nan,"$495,003"
511311,HAMPSHIRE MEMORIAL HOSPITAL,363 SUNRISE BOULEVARD,ROMNEY,WV,26757-,39.3333253,-78.6985312,R,CAH,01/01/2015,12/31/2015,114.1,14.0,5110.0,338.0,"$22,955,146",$-836205,$nan,$nan,$nan,"$201,184",1.0,0.0,19.3950%,80.6050%,1.2221%,1.2221%,"$67,915","$1,639,653","$4,492",24.14,0.07,24.14,-3.6428%,3,nan%,69.0044%,14.6815%,$nan,"$1,131,434"
261334,CAH #6 - I70,105 HOSPITAL DRIVE,SWEET SPRINGS,MO,65351,38.9636292,-93.4149319,R,CAH,10/01/2014,09/30/2015,50.23,15.0,5475.0,84.0,"$6,097,322",$-908273,$nan,$nan,$nan,"$121,388",1.0,0.0,23.2478%,76.7522%,nan%,nan%,"$72,587","$406,488","$1,114",5.60,0.02,5.60,-14.8963%,3,nan%,90.8397%,20.0795%,$nan,"$369,253"
452067,PROMISE HOSPITAL OF DALLAS,7850 BROOKHOLLOW ROAD,DALLAS,TX,75235,32.832052399999995,-96.8625141,U,LTCH,06/01/2015,05/31/2016,128.1,66.0,24090.0,344.0,"$16,126,764",$-28891,"$1,080,011","$7,565,148",$nan,"$125,892",0.0,1.0,97.5012%,2.4988%,nan%,nan%,"$46,880","$244,345",$669,5.21,0.01,5.21,-0.1791%,2,53.6075%,53.3617%,2.8703%,"$67,488","$130,386"
100079,UNIVERSITY OF MIAMI HOSP & CLINICS,1475 N.W. 12TH AVENUE,MIAMI,FL,33136-,25.7883837,-80.2144847,U,STH,06/01/2015,05/31/2016,1215.05,40.0,14640.0,1244.0,"$637,143,188",$-485871212,$nan,$nan,$nan,"$524,376",1.0,1.0,11.9993%,88.0007%,nan%,nan%,"$512,173","$15,928,580","$43,521",31.10,0.08,31.10,-76.2578%,3,nan%,58.5775%,2.0724%,$nan,"$9,330,560"
523302,CHILDRENS HOSPITAL OF WI-FOX VALLEY,130 SECOND STREET,NEENAH,WI,54956,44.187021,-88.45375990000002,U,CH,01/01/2015,12/31/2015,117.75,42.0,15330.0,489.0,"$20,562,463",$-1479610,$nan,$nan,$nan,"$174,628",0.0,1.0,70.3773%,29.6227%,nan%,nan%,"$42,050","$489,582","$1,341",11.64,0.03,11.64,-7.1957%,3,nan%,72.0508%,1.4673%,$nan,"$352,748"
262020,LANDMARK HOSPITAL OF COLUMBIA  LLC,604 OLD HIGHWAY 63 NORTH,COLUMBIA,MO,65201,38.9580232,-92.3112855,U,LTCH,01/01/2015,12/31/2015,85.85,42.0,15330.0,402.0,"$17,377,381",$578788,"$779,024","$4,857,477","$1,351,292","$202,416",1.0,1.0,100.0000%,nan%,nan%,nan%,"$43,227","$413,747","$1,134",9.57,0.03,9.57,3.3307%,2,32.4358%,68.8086%,0.7567%,"$65,655","$284,693"
522005,LAKEVIEW SPECIALTY HOSPT & REHAB,1701 SHARP ROAD,WATERFORD,WI,53185,42.7380439,-88.16799209999998,U,LTCH,01/01/2015,12/31/2015,168.01,39.0,14235.0,247.0,"$22,069,917",$-894672,$nan,$nan,$nan,"$131,361",0.0,1.0,97.4131%,2.5869%,nan%,nan%,"$89,352","$565,895","$1,550",6.33,0.02,6.33,-4.0538%,3,nan%,55.6749%,0.7242%,$nan,"$315,061"
451372,MULESHOE AREA HOSPITAL DISTRICT,708 SOUTH FIRST STREET,MULESHOE,TX,79347-3627,34.2213093,-102.72851340000001,R,CAH,10/01/2014,02/28/2015,95.14,25.0,3775.0,78.0,"$2,079,204",$-822885,$nan,$nan,$nan,"$21,854",0.0,0.0,17.4769%,82.5231%,0.8381%,0.8381%,"$26,656","$83,168",$551,3.12,0.02,3.12,-39.5769%,3,nan%,98.8393%,10.0203%,$nan,"$82,203"
111330,POLK MEDICAL CENTER,424 NORTH MAIN STREET,CEDARTOWN,GA,30125,34.014190299999996,-85.1947618,R,CAH,11/06/2014,06/30/2015,120.68,25.0,5925.0,80.0,"$17,632,167",$4679914,$nan,$nan,$nan,"$146,107",1.0,0.0,10.5544%,89.4456%,6.1879%,6.1879%,"$220,402","$705,287","$2,976",3.20,0.01,3.20,26.5419%,1,nan%,50.7582%,9.7649%,$nan,"$357,991"
171324,SATANTA DISTRICT HOSPITAL,401 CHEYENNE,SATANTA,KS,67870-,37.4371149,-100.98661750000001,R,CAH,01/01/2015,12/31/2015,88.62,13.0,4745.0,103.0,"$9,541,195",$-721405,$nan,$nan,$nan,"$107,664",0.0,0.0,32.7681%,67.2319%,1.6311%,1.6311%,"$92,633","$733,938","$2,011",7.92,0.02,7.92,-7.5610%,3,nan%,80.4598%,3.3294%,$nan,"$590,525"
262017,SSH - SPRINGFIELD INC.,1630 EAST PRIMROSE STREET,SPRINGFIELD,MO,65804,37.146394,-93.26661390000001,U,LTCH,11/01/2014,10/31/2015,142.11,44.0,16060.0,531.0,"$18,315,107",$-1284493,$nan,"$8,039,204",$nan,"$128,880",1.0,1.0,100.0000%,nan%,nan%,nan%,"$34,492","$416,252","$1,140",12.07,0.03,12.07,-7.0133%,3,nan%,73.5697%,1.6785%,$nan,"$306,236"
371332,SEILING MUNICIPAL HOSPITAL,HIGHWAY 60 & 281,SEILING,OK,73663,36.62706770000001,-94.9962213,R,CAH,10/01/2014,06/30/2015,24.89,18.0,4914.0,117.0,"$1,947,141",$-505947,$nan,$nan,$nan,"$78,230",1.0,0.0,41.5048%,58.4952%,0.2282%,0.2282%,"$16,642","$108,174",$396,6.50,0.02,6.50,-25.9841%,3,nan%,76.1600%,1.0679%,$nan,"$82,386"
261319,LINCOLN COUNTY MEDICAL CENTER,1000 EAST CHERRY STREET,TROY,MO,63379-,38.9832422,-90.9633054,R,CAH,01/01/2015,02/28/2015,243.18,25.0,1475.0,129.0,"$5,856,021",$2198563,$nan,$nan,$nan,"$24,081",1.0,0.0,21.2362%,78.7638%,2.0243%,2.0243%,"$45,396","$234,241","$3,970",5.16,0.09,5.16,37.5436%,1,nan%,52.1052%,4.4242%,$nan,"$122,052"
